id,initial,match,type
16154,Hebei Xinquan Petroleum & Chemical,hebei xinquan petroleum & chemical,ownername
4981,Hellenic Petroleum,hellenic petroleum,ownername
4981,Hellenic Petroleum,hellenicpetroleum,ownername
4985,Hellenic Petroleum,hellenic petroleum,ownername
4985,Hellenic Petroleum,hellenicpetroleum,ownername
4988,Hellenic Petroleum,hellenic petroleum,ownername
4988,Hellenic Petroleum,hellenicpetroleum,ownername
4989,Hellenic Petroleum,hellenic petroleum,ownername
4989,Hellenic Petroleum,hellenicpetroleum,ownername
16083,Henan Beili Petrochemical Holding,henan beili petrochemical holding,ownername
16162,Hengli Petrochemical,hengli petrochemical,ownername
16162,Hengli Petrochemical,henglipetrochemical,ownername
16003,Hess,hess,ownername
5115,Hindustan Petroleum,hindustan petroleum,ownername
5115,Hindustan Petroleum,hindustanpetroleum,ownername
5137,Hindustan Petroleum,hindustan petroleum,ownername
5137,Hindustan Petroleum,hindustanpetroleum,ownername
4677,HollyFrontier,hollyfrontier,ownername
4662,HollyFrontier,hollyfrontier,ownername
4679,HollyFrontier,hollyfrontier,ownername
4704,HollyFrontier,hollyfrontier,ownername
4702,HollyFrontier,hollyfrontier,ownername
16159,Hong Kong Bora Holdings,hong kong bora holdings,ownername
5123,HPCL-Mittal Energy Limited,hpcl-mittal energy limited,ownername
5123,HPCL-Mittal Energy Limited,hpcl-mittalenergylimited,ownername
5123,HPCL-Mittal Energy Limited,hpcl-mittalenergy,ownername
4757,Hunt Oil,hunt oil,ownername
4757,Hunt Oil,huntoil,ownername
4749,Hunt Oil,hunt oil,ownername
